image_id,text
209,"মহামারী এবং শীতল জলবায়ু ষষ্ঠ শতাব্দীতে ইউরোপীয় জনসংখ্যার ব্যাপকহারে হ্রাস
"
210,"ঘটায়। রোমান আমলের তুলনায় পশ্চিম ইউরোপে মধ্যযুগে নিজেদের স্বনির্ভরতা অর্জনের
"
211,"জন্য কৃষিকাজকে আরো বেশি গুরুত্ব দেওয়া হয়। সামন্তকাল শুরু হয়ে
"
212,"প্রায় ১০০০ সালের দিকে। সামন্তবাদের অধীনে কৃষি জনসংখ্যা নিয়ে উত্তর
"
213,"ইউরোপ সংগঠিত হয় ম্যানর। কয়েক শত জমি বা তার বেশি
"
214,"একর নিয়ে সভাপতিত্ব করেন জমিদার, তার সাথে থাকে রোমান ক্যাথলিক
"
215,"গির্জা এবং যাজক। ম্যানরে বসবাসকারী বেশিরভাগ মানুষজন ছিল কৃষক বা
"
216,"বর্গাচাষী যারা নিজেদের জন্য ফসল ফলাতেন বা তাদের মালিক এবং
"
217,"গির্জার জন্য শ্রমিক হিসেবে শ্রম দিত আর না হয় তাদের
"
218,"জমির জন্য ভাড়া পরিশোধ করত। বেশিরভাগ ইউরোপীয় অঞ্চলে যব এবং
"
219,"গম সর্বাধিক গুরুত্বপূর্ণ ফসল ছিল; বিভিন্ন জাতের শাকসবজি এবং ফলমূলের
"
220,"পাশাপাশি ওটস এবং রাইও ফলানো হতো। গরু এবং ঘোড়া অনুষাঙ্গিক
"
221,"কাজে ব্যবহার করা হতো। পশমের জন্য মেষ পালন করা হতো
"
222,"কমলাকান্ত ভট্টাচার্য ১৭৭২ খ্রিষ্টাব্দে বর্ধমানের তার মাতুলালয়ের জান্না গ্রামে জন্মগ্রহণ
"
223,"করেন। তার পিতার নাম মহেশ্বর ভট্টাচার্য এবং মাতার নাম মহামায়াদেবী।
"
224,"কিশোর বয়সে পিতার মৃত্যু হলে মা মহামায়াদেবী দুই শিশু পুত্র
"
225,"কমলাকান্ত ও শ্যামাকান্তকে নিয়ে পিত্রালয়ে আসেন। মহামায়াদেবী কমলাকান্তকে পড়াশোনার জন্য
"
226,"টোলে ভর্তি করে দেন। টোলে পড়াশোনার পাশাপাশি কমলাকান্ত গোপনে সাধন
"
227,"ভজন অনুশীলন শুরু করেন। বর্ধমানের মহারাজ তেজচন্দ্র তার উচ্ছৃঙ্খল পুত্র
"
228,"প্রতাপচন্দ্রকে শিক্ষা দীক্ষায় উপযুক্ত করে তোলার জন্য কমলাকান্তকে বর্ধমানে নিয়োগ
"
229,"দেন। লাকুড্ডিতে তার বাড়ি তৈরি করে দিলেন। মহারাজ তেজচন্দ্র কোটালহাটে
"
230,"কমলাকান্তের সাধন ভজনের জন্য মন্দির করে দেন। সেখানে কমলাকান্ত কালীমূর্তি
"
231,"প্রতিষ্ঠা করে পঞ্চমুন্ডীর আসনে বসে সাধনা করতেন। শাক্ত পদাবলী তে
"
232,"রামপ্রসাদ সেনের পরেই কমলাকান্তের নাম বিশেষভাবে স্মরণীয়। তিনি শতাধিক ভক্তিগীতি
"
233,"রচনা করেন। আগমনী ও বিজয়া পদে তিনি শ্রেষ্ঠ ছিলেন। ১৮২১
"
234,"পাশ্চাত্যে কখনও কখনও ""বড় বিঘত"" (বুড়ো আঙ্গুল থেকে কনিষ্ঠ আঙ্গুল)
"
235,"এবং ""ছোট বিঘত"" (বুড়ো আঙ্গুল থেকে তর্জনী কিংবা তর্জনী থেকে
"
236,"উত্তরে যশোর জেলার কেশবপুর উপজেলা ও কলারোয়া উপজেলা, দক্ষিণে খুলনা
"
237,"জেলার পাইকগাছা উপজেলা ও আশাশুনি উপজেলা, পূর্বে খুলনা জেলার ডুমুরিয়া
"
